Germplasm Name,Germplasm GID,Test (T) or Check (C),Exp Title ,Exp Description,Exp Unit,Exp Type,Env,Env Location,Env Year,Exp Unit ID,Exp Replicate #,Exp Block #,Row,Column,Lat,Long,Elevation,RTK,Treatment Factors,ObsUnitID
Germplas4318,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4202,New Location DRP4197,2001,13581,1,2,4,5,,,,,Jam application,
Germplas4319,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4203,New Location DRP4198,2001,13582,1,2,4,5,,,,,Jam application,
Germplas4320,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4204,New Location DRP4199,2001,13583,1,2,4,5,,,,,Jam application,
Germplas4321,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4205,New Location DRP4200,2001,13584,1,2,4,5,,,,,Jam application,
Germplas4322,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4206,New Location DRP4201,2001,13585,1,2,4,5,,,,,Jam application,
Germplas4323,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4207,New Location DRP4202,2001,13586,1,2,4,5,,,,,Jam application,
Germplas4324,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4208,New Location DRP4203,2001,13587,1,2,4,5,,,,,Jam application,
Germplas4325,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4209,New Location DRP4204,2001,13588,1,2,4,5,,,,,Jam application,
Germplas4326,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4210,New Location DRP4205,2001,13589,1,2,4,5,,,,,Jam application,
Germplas4327,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4211,New Location DRP4206,2001,13590,1,2,4,5,,,,,Jam application,
Germplas4328,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4212,New Location DRP4207,2001,13591,1,2,4,5,,,,,Jam application,
Germplas4329,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4213,New Location DRP4208,2001,13592,1,2,4,5,,,,,Jam application,
Germplas4330,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4214,New Location DRP4209,2001,13593,1,2,4,5,,,,,Jam application,
Germplas4331,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4215,New Location DRP4210,2001,13594,1,2,4,5,,,,,Jam application,
Germplas4332,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4216,New Location DRP4211,2001,13595,1,2,4,5,,,,,Jam application,
Germplas4333,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4217,New Location DRP4212,2001,13596,1,2,4,5,,,,,Jam application,
Germplas4334,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4218,New Location DRP4213,2001,13597,1,2,4,5,,,,,Jam application,
Germplas4335,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4219,New Location DRP4214,2001,13598,1,2,4,5,,,,,Jam application,
Germplas4336,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4220,New Location DRP4215,2001,13599,1,2,4,5,,,,,Jam application,
Germplas4337,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4221,New Location DRP4216,2001,13600,1,2,4,5,,,,,Jam application,
Germplas4338,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4222,New Location DRP4217,2001,13601,1,2,4,5,,,,,Jam application,
Germplas4339,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4223,New Location DRP4218,2001,13602,1,2,4,5,,,,,Jam application,
Germplas4340,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4224,New Location DRP4219,2001,13603,1,2,4,5,,,,,Jam application,
Germplas4341,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4225,New Location DRP4220,2001,13604,1,2,4,5,,,,,Jam application,
Germplas4342,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4226,New Location DRP4221,2001,13605,1,2,4,5,,,,,Jam application,
Germplas4343,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4227,New Location DRP4222,2001,13606,1,2,4,5,,,,,Jam application,
Germplas4344,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4228,New Location DRP4223,2001,13607,1,2,4,5,,,,,Jam application,
Germplas4345,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4229,New Location DRP4224,2001,13608,1,2,4,5,,,,,Jam application,
Germplas4346,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4230,New Location DRP4225,2001,13609,1,2,4,5,,,,,Jam application,
Germplas4347,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4231,New Location DRP4226,2001,13610,1,2,4,5,,,,,Jam application,
Germplas4348,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4232,New Location DRP4227,2001,13611,1,2,4,5,,,,,Jam application,
Germplas4349,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4233,New Location DRP4228,2001,13612,1,2,4,5,,,,,Jam application,
Germplas4350,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4234,New Location DRP4229,2001,13613,1,2,4,5,,,,,Jam application,
Germplas4351,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4235,New Location DRP4230,2001,13614,1,2,4,5,,,,,Jam application,
Germplas4352,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4236,New Location DRP4231,2001,13615,1,2,4,5,,,,,Jam application,
Germplas4353,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4237,New Location DRP4232,2001,13616,1,2,4,5,,,,,Jam application,
Germplas4354,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4238,New Location DRP4233,2001,13617,1,2,4,5,,,,,Jam application,
Germplas4355,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4239,New Location DRP4234,2001,13618,1,2,4,5,,,,,Jam application,
Germplas4356,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4240,New Location DRP4235,2001,13619,1,2,4,5,,,,,Jam application,
Germplas4357,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4241,New Location DRP4236,2001,13620,1,2,4,5,,,,,Jam application,
Germplas4358,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4242,New Location DRP4237,2001,13621,1,2,4,5,,,,,Jam application,
Germplas4359,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4243,New Location DRP4238,2001,13622,1,2,4,5,,,,,Jam application,
Germplas4360,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4244,New Location DRP4239,2001,13623,1,2,4,5,,,,,Jam application,
Germplas4361,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4245,New Location DRP4240,2001,13624,1,2,4,5,,,,,Jam application,
Germplas4362,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4246,New Location DRP4241,2001,13625,1,2,4,5,,,,,Jam application,
Germplas4363,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4247,New Location DRP4242,2001,13626,1,2,4,5,,,,,Jam application,
Germplas4364,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4248,New Location DRP4243,2001,13627,1,2,4,5,,,,,Jam application,
Germplas4365,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4249,New Location DRP4244,2001,13628,1,2,4,5,,,,,Jam application,
Germplas4366,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4250,New Location DRP4245,2001,13629,1,2,4,5,,,,,Jam application,
Germplas4367,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4251,New Location DRP4246,2001,13630,1,2,4,5,,,,,Jam application,
Germplas4368,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4252,New Location DRP4247,2001,13631,1,2,4,5,,,,,Jam application,
Germplas4369,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4253,New Location DRP4248,2001,13632,1,2,4,5,,,,,Jam application,
Germplas4370,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4254,New Location DRP4249,2001,13633,1,2,4,5,,,,,Jam application,
Germplas4371,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4255,New Location DRP4250,2001,13634,1,2,4,5,,,,,Jam application,
Germplas4372,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4256,New Location DRP4251,2001,13635,1,2,4,5,,,,,Jam application,
Germplas4373,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4257,New Location DRP4252,2001,13636,1,2,4,5,,,,,Jam application,
Germplas4374,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4258,New Location DRP4253,2001,13637,1,2,4,5,,,,,Jam application,
Germplas4375,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4259,New Location DRP4254,2001,13638,1,2,4,5,,,,,Jam application,
Germplas4376,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4260,New Location DRP4255,2001,13639,1,2,4,5,,,,,Jam application,
Germplas4377,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4261,New Location DRP4256,2001,13640,1,2,4,5,,,,,Jam application,
Germplas4378,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4262,New Location DRP4257,2001,13641,1,2,4,5,,,,,Jam application,
Germplas4379,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4263,New Location DRP4258,2001,13642,1,2,4,5,,,,,Jam application,
Germplas4380,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4264,New Location DRP4259,2001,13643,1,2,4,5,,,,,Jam application,
Germplas4381,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4265,New Location DRP4260,2001,13644,1,2,4,5,,,,,Jam application,
Germplas4382,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4266,New Location DRP4261,2001,13645,1,2,4,5,,,,,Jam application,
Germplas4383,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4267,New Location DRP4262,2001,13646,1,2,4,5,,,,,Jam application,
Germplas4384,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4268,New Location DRP4263,2001,13647,1,2,4,5,,,,,Jam application,
Germplas4385,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4269,New Location DRP4264,2001,13648,1,2,4,5,,,,,Jam application,
Germplas4386,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4270,New Location DRP4265,2001,13649,1,2,4,5,,,,,Jam application,
Germplas4387,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4271,New Location DRP4266,2001,13650,1,2,4,5,,,,,Jam application,
Germplas4388,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4272,New Location DRP4267,2001,13651,1,2,4,5,,,,,Jam application,
Germplas4389,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4273,New Location DRP4268,2001,13652,1,2,4,5,,,,,Jam application,
Germplas4390,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4274,New Location DRP4269,2001,13653,1,2,4,5,,,,,Jam application,
Germplas4391,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4275,New Location DRP4270,2001,13654,1,2,4,5,,,,,Jam application,
Germplas4392,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4276,New Location DRP4271,2001,13655,1,2,4,5,,,,,Jam application,
Germplas4393,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4277,New Location DRP4272,2001,13656,1,2,4,5,,,,,Jam application,
Germplas4394,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4278,New Location DRP4273,2001,13657,1,2,4,5,,,,,Jam application,
Germplas4395,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4279,New Location DRP4274,2001,13658,1,2,4,5,,,,,Jam application,
Germplas4396,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4280,New Location DRP4275,2001,13659,1,2,4,5,,,,,Jam application,
Germplas4397,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4281,New Location DRP4276,2001,13660,1,2,4,5,,,,,Jam application,
Germplas4398,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4282,New Location DRP4277,2001,13661,1,2,4,5,,,,,Jam application,
Germplas4399,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4283,New Location DRP4278,2001,13662,1,2,4,5,,,,,Jam application,
Germplas4400,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4284,New Location DRP4279,2001,13663,1,2,4,5,,,,,Jam application,
Germplas4401,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4285,New Location DRP4280,2001,13664,1,2,4,5,,,,,Jam application,
Germplas4402,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4286,New Location DRP4281,2001,13665,1,2,4,5,,,,,Jam application,
Germplas4403,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4287,New Location DRP4282,2001,13666,1,2,4,5,,,,,Jam application,
Germplas4404,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4288,New Location DRP4283,2001,13667,1,2,4,5,,,,,Jam application,
Germplas4405,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4289,New Location DRP4284,2001,13668,1,2,4,5,,,,,Jam application,
Germplas4406,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4290,New Location DRP4285,2001,13669,1,2,4,5,,,,,Jam application,
Germplas4407,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4291,New Location DRP4286,2001,13670,1,2,4,5,,,,,Jam application,
Germplas4408,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4292,New Location DRP4287,2001,13671,1,2,4,5,,,,,Jam application,
Germplas4409,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4293,New Location DRP4288,2001,13672,1,2,4,5,,,,,Jam application,
Germplas4410,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4294,New Location DRP4289,2001,13673,1,2,4,5,,,,,Jam application,
Germplas4411,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4295,New Location DRP4290,2001,13674,1,2,4,5,,,,,Jam application,
Germplas4412,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4296,New Location DRP4291,2001,13675,1,2,4,5,,,,,Jam application,
Germplas4413,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4297,New Location DRP4292,2001,13676,1,2,4,5,,,,,Jam application,
Germplas4414,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4298,New Location DRP4293,2001,13677,1,2,4,5,,,,,Jam application,
Germplas4415,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4299,New Location DRP4294,2001,13678,1,2,4,5,,,,,Jam application,
Germplas4416,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4300,New Location DRP4295,2001,13679,1,2,4,5,,,,,Jam application,
Germplas4417,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4301,New Location DRP4296,2001,13680,1,2,4,5,,,,,Jam application,
Germplas4418,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4302,New Location DRP4297,2001,13681,1,2,4,5,,,,,Jam application,
Germplas4419,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4303,New Location DRP4298,2001,13682,1,2,4,5,,,,,Jam application,
Germplas4420,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4304,New Location DRP4299,2001,13683,1,2,4,5,,,,,Jam application,
Germplas4421,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4305,New Location DRP4300,2001,13684,1,2,4,5,,,,,Jam application,
Germplas4422,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4306,New Location DRP4301,2001,13685,1,2,4,5,,,,,Jam application,
Germplas4423,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4307,New Location DRP4302,2001,13686,1,2,4,5,,,,,Jam application,
Germplas4424,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4308,New Location DRP4303,2001,13687,1,2,4,5,,,,,Jam application,
Germplas4425,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4309,New Location DRP4304,2001,13688,1,2,4,5,,,,,Jam application,
Germplas4426,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4310,New Location DRP4305,2001,13689,1,2,4,5,,,,,Jam application,
Germplas4427,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4311,New Location DRP4306,2001,13690,1,2,4,5,,,,,Jam application,
Germplas4428,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4312,New Location DRP4307,2001,13691,1,2,4,5,,,,,Jam application,
Germplas4429,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4313,New Location DRP4308,2001,13692,1,2,4,5,,,,,Jam application,
Germplas4430,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4314,New Location DRP4309,2001,13693,1,2,4,5,,,,,Jam application,
Germplas4431,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4315,New Location DRP4310,2001,13694,1,2,4,5,,,,,Jam application,
Germplas4432,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4316,New Location DRP4311,2001,13695,1,2,4,5,,,,,Jam application,
Germplas4433,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4317,New Location DRP4312,2001,13696,1,2,4,5,,,,,Jam application,
Germplas4434,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4318,New Location DRP4313,2001,13697,1,2,4,5,,,,,Jam application,
Germplas4435,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4319,New Location DRP4314,2001,13698,1,2,4,5,,,,,Jam application,
Germplas4436,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4320,New Location DRP4315,2001,13699,1,2,4,5,,,,,Jam application,
Germplas4437,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4321,New Location DRP4316,2001,13700,1,2,4,5,,,,,Jam application,
Germplas4438,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4322,New Location DRP4317,2001,13701,1,2,4,5,,,,,Jam application,
Germplas4439,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4323,New Location DRP4318,2001,13702,1,2,4,5,,,,,Jam application,
Germplas4440,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4324,New Location DRP4319,2001,13703,1,2,4,5,,,,,Jam application,
Germplas4441,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4325,New Location DRP4320,2001,13704,1,2,4,5,,,,,Jam application,
Germplas4442,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4326,New Location DRP4321,2001,13705,1,2,4,5,,,,,Jam application,
Germplas4443,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4327,New Location DRP4322,2001,13706,1,2,4,5,,,,,Jam application,
Germplas4444,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4328,New Location DRP4323,2001,13707,1,2,4,5,,,,,Jam application,
Germplas4445,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4329,New Location DRP4324,2001,13708,1,2,4,5,,,,,Jam application,
Germplas4446,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4330,New Location DRP4325,2001,13709,1,2,4,5,,,,,Jam application,
Germplas4447,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4331,New Location DRP4326,2001,13710,1,2,4,5,,,,,Jam application,
Germplas4448,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4332,New Location DRP4327,2001,13711,1,2,4,5,,,,,Jam application,
Germplas4449,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4333,New Location DRP4328,2001,13712,1,2,4,5,,,,,Jam application,
Germplas4450,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4334,New Location DRP4329,2001,13713,1,2,4,5,,,,,Jam application,
Germplas4451,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4335,New Location DRP4330,2001,13714,1,2,4,5,,,,,Jam application,
Germplas4452,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4336,New Location DRP4331,2001,13715,1,2,4,5,,,,,Jam application,
Germplas4453,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4337,New Location DRP4332,2001,13716,1,2,4,5,,,,,Jam application,
Germplas4454,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4338,New Location DRP4333,2001,13717,1,2,4,5,,,,,Jam application,
Germplas4455,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4339,New Location DRP4334,2001,13718,1,2,4,5,,,,,Jam application,
Germplas4456,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4340,New Location DRP4335,2001,13719,1,2,4,5,,,,,Jam application,
Germplas4457,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4341,New Location DRP4336,2001,13720,1,2,4,5,,,,,Jam application,
Germplas4458,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4342,New Location DRP4337,2001,13721,1,2,4,5,,,,,Jam application,
Germplas4459,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4343,New Location DRP4338,2001,13722,1,2,4,5,,,,,Jam application,
Germplas4460,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4344,New Location DRP4339,2001,13723,1,2,4,5,,,,,Jam application,
Germplas4461,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4345,New Location DRP4340,2001,13724,1,2,4,5,,,,,Jam application,
Germplas4462,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4346,New Location DRP4341,2001,13725,1,2,4,5,,,,,Jam application,
Germplas4463,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4347,New Location DRP4342,2001,13726,1,2,4,5,,,,,Jam application,
Germplas4464,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4348,New Location DRP4343,2001,13727,1,2,4,5,,,,,Jam application,
Germplas4465,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4349,New Location DRP4344,2001,13728,1,2,4,5,,,,,Jam application,
Germplas4466,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4350,New Location DRP4345,2001,13729,1,2,4,5,,,,,Jam application,
Germplas4467,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4351,New Location DRP4346,2001,13730,1,2,4,5,,,,,Jam application,
Germplas4468,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4352,New Location DRP4347,2001,13731,1,2,4,5,,,,,Jam application,
Germplas4469,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4353,New Location DRP4348,2001,13732,1,2,4,5,,,,,Jam application,
Germplas4470,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4354,New Location DRP4349,2001,13733,1,2,4,5,,,,,Jam application,
Germplas4471,5,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4355,New Location DRP4350,2001,13734,1,2,4,5,,,,,Jam application,
Germplas4472,6,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4356,New Location DRP4351,2001,13735,1,2,4,5,,,,,Jam application,
Germplas4473,7,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4357,New Location DRP4352,2001,13736,1,2,4,5,,,,,Jam application,
Germplas4474,8,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4358,New Location DRP4353,2001,13737,1,2,4,5,,,,,Jam application,
Germplas4475,9,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4359,New Location DRP4354,2001,13738,1,2,4,5,,,,,Jam application,
Germplas4476,10,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4360,New Location DRP4355,2001,13739,1,2,4,5,,,,,Jam application,
Germplas4477,1,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4361,New Location DRP4356,2001,13740,1,2,4,5,,,,,Jam application,
Germplas4478,2,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4362,New Location DRP4357,2001,13741,1,2,4,5,,,,,Jam application,
Germplas4479,3,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4363,New Location DRP4358,2001,13742,1,2,4,5,,,,,Jam application,
Germplas4480,4,C,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4364,New Location DRP4359,2001,13743,1,2,4,5,,,,,Jam application,
Germplas4481,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4365,New Location DRP4360,2001,13744,1,2,4,5,,,,,Jam application,
Germplas4482,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4366,New Location DRP4361,2001,13745,1,2,4,5,,,,,Jam application,
Germplas4483,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4367,New Location DRP4362,2001,13746,1,2,4,5,,,,,Jam application,
Germplas4484,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4368,New Location DRP4363,2001,13747,1,2,4,5,,,,,Jam application,
Germplas4485,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4369,New Location DRP4364,2001,13748,1,2,4,5,,,,,Jam application,
Germplas4486,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4370,New Location DRP4365,2001,13749,1,2,4,5,,,,,Jam application,
Germplas4487,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4371,New Location DRP4366,2001,13750,1,2,4,5,,,,,Jam application,
Germplas4488,2,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4372,New Location DRP4367,2001,13751,1,2,4,5,,,,,Jam application,
Germplas4489,3,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4373,New Location DRP4368,2001,13752,1,2,4,5,,,,,Jam application,
Germplas4490,4,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4374,New Location DRP4369,2001,13753,1,2,4,5,,,,,Jam application,
Germplas4491,5,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4375,New Location DRP4370,2001,13754,1,2,4,5,,,,,Jam application,
Germplas4492,6,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4376,New Location DRP4371,2001,13755,1,2,4,5,,,,,Jam application,
Germplas4493,7,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4377,New Location DRP4372,2001,13756,1,2,4,5,,,,,Jam application,
Germplas4494,8,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4378,New Location DRP4373,2001,13757,1,2,4,5,,,,,Jam application,
Germplas4495,9,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4379,New Location DRP4374,2001,13758,1,2,4,5,,,,,Jam application,
Germplas4496,10,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4380,New Location DRP4375,2001,13759,1,2,4,5,,,,,Jam application,
Germplas4497,1,T,New Trial DRP1,A new trial DRP,plot,phenotyping,New Study 4381,New Location DRP4376,2001,13760,1,2,4,5,,,,,Jam application,
